Numero do Artigo,Texto do Artigo
"819-A","Art. 819-A"
"820","Art. 820 Pode-se estipular a fiança, ainda que sem consentimento do devedor ou contra a sua vontade."
"821","Art. 821 As dívidas futuras podem ser objeto de fiança; mas o fiador, neste caso, não será demandado senão depois que se fizer certa e líquida a obrigação do principal devedor."
"822","Art. 822 Não sendo limitada, a fiança compreenderá todos os acessórios da dívida principal, inclusive as despesas judiciais, desde a citação do fiador."
"823","Art. 823 A fiança pode ser de valor inferior ao da obrigação principal e contraída em condições menos onerosas, e, quando exceder o valor da dívida, ou for mais onerosa que ela, não valerá senão até ao limite da obrigação afiançada."
"824","Art. 824 As obrigações nulas não são suscetíveis de fiança, exceto se a nulidade resultar apenas de incapacidade pessoal do devedor.
Parágrafo único. A exceção estabelecida neste artigo não abrange o caso de mútuo feito a menor."
"825","Art. 825 Quando alguém houver de oferecer fiador, o credor não pode ser obrigado a aceitá-lo se não for pessoa idônea, domiciliada no município onde tenha de prestar a fiança, e não possua bens suficientes para cumprir a obrigação."
"826","Art. 826 Se o fiador se tornar insolvente ou incapaz, poderá o credor exigir que seja substituído."
"827","Art. 827 O fiador demandado pelo pagamento da dívida tem direito a exigir, até a contestação da lide, que sejam primeiro executados os bens do devedor.
Parágrafo único. O fiador que alegar o benefício de ordem, a que se refere este artigo, deve nomear bens do devedor, sitos no mesmo município, livres e desembargados, quantos bastem para solver o débito."
"828","Art. 828 Não aproveita este benefício ao fiador:
I – se ele o renunciou expressamente;
II – se se obrigou como principal pagador, ou devedor solidário;
III – se o devedor for insolvente, ou falido."
"829","Art. 829 A fiança conjuntamente prestada a um só débito por mais de uma pessoa importa o compromisso de solidariedade entre elas, se declaradamente não se reservarem o benefício de divisão.
Parágrafo único. Estipulado este benefício, cada fiador responde unicamente pela"
"830","Art. 830 Cada fiador pode fixar no contrato a parte da dívida que toma sob sua responsabilidade, caso em que não será por mais obrigado."
"831","Art. 831 O fiador que pagar integralmente a dívida fica sub-rogado nos direitos do credor; mas só poderá demandar a cada um dos outros fiadores pela respectiva quota.
Parágrafo único. A parte do fiador insolvente distribuir-se-á pelos outros."
"832","Art. 832 O devedor responde também perante o fiador por todas as perdas e danos que este pagar, e pelos que sofrer em razão da fiança."
"833","Art. 833 O fiador tem direito aos juros do desembolso pela taxa estipulada na obrigação principal, e, não havendo taxa convencionada, aos juros legais da mora."
"834","Art. 834 Quando o credor, sem justa causa, demorar a execução iniciada contra o devedor, poderá o fiador promover-lhe o andamento."
"835","Art. 835 O fiador poderá exonerar-se da fiança que tiver assinado sem limitação de tempo, sempre que lhe convier, ficando obrigado por todos os efeitos da fiança, durante sessenta dias após a notificação do credor."
"836","Art. 836 A obrigação do fiador passa aos herdeiros; mas a responsabilidade da fiança se limita ao tempo decorrido até a morte do fiador, e não pode ultrapassar as forças da herança."
"837","Art. 837 O fiador pode opor ao credor as exceções que lhe forem pessoais, e as extintivas da obrigação que competem ao devedor principal, se não provierem simplesmente de incapacidade pessoal, salvo o caso do mútuo feito a pessoa menor."
"838","Art. 838 O fiador, ainda que solidário, ficará desobrigado:
I – se, sem consentimento seu, o credor conceder moratória ao devedor;
II – se, por fato do credor, for impossível a sub-rogação nos seus direitos e preferências;
III – se o credor, em pagamento da dívida, aceitar amigavelmente do devedor objeto diverso do que este era obrigado a lhe dar, ainda que depois venha a perdê-lo por evicção."
"839","Art. 839 Se for invocado o benefício da excussão e o devedor, retardando-se a execução, cair em insolvência, ficará exonerado o fiador que o invocou, se provar que os bens por ele indicados eram, ao tempo da penhora, suficientes para a solução da dívida afiançada."
"840","Art. 840 É lícito aos interessados prevenirem ou terminarem o litígio mediante concessões mútuas."
"841","Art. 841 Só quanto a direitos patrimoniais de caráter privado se permite a transação."
"842","Art. 842 A transação far-se-á por escritura pública, nas obrigações em que a lei o exige, ou por instrumento particular, nas em que ela o admite; se recair sobre direitos contestados em juízo, será feita por escritura pública, ou por termo nos autos, assinado pelos transigentes e homologado pelo juiz."
"843","Art. 843 A transação interpreta-se restritivamente, e por ela não se transmitem, apenas se declaram ou reconhecem direitos."
"844","Art. 844 A transação não aproveita, nem prejudica senão aos que nela intervierem, ainda que diga respeito a coisa indivisível.
§ 1 o Se for concluída entre o credor e o devedor, desobrigará o fiador.
§ 2 o Se entre um dos credores solidários e o devedor, extingue a obrigação deste para com os outros credores.
§ 3 o Se entre um dos devedores solidários e seu credor, extingue a dívida em relação aos co-devedores."
"845","Art. 845 Dada a evicção da coisa renunciada por um dos transigentes, ou por ele transferida à outra parte, não revive a obrigação extinta pela transação; mas ao evicto cabe o direito de reclamar perdas e danos.
Parágrafo único. Se um dos transigentes adquirir, depois da transação, novo direito sobre a coisa renunciada ou transferida, a transação feita não o inibirá de exercê-lo."
"846","Art. 846 A transação concernente a obrigações resultantes de delito não extingue a ação penal pública."
"847","Art. 847 É admissível, na transação, a pena convencional."
"848","Art. 848 Sendo nula qualquer das cláusulas da transação, nula será esta.
Parágrafo único. Quando a transação versar sobre diversos direitos contestados, independentes entre si, o fato de não prevalecer em relação a um não prejudicará os demais."
"849","Art. 849 A transação só se anula por dolo, coação, ou erro essencial quanto à pessoa ou coisa controversa.
Parágrafo único. A transação não se anula por erro de direito a respeito das questões que foram objeto de controvérsia entre as partes."
"850","Art. 850 É nula a transação a respeito do litígio decidido por sentença passada em julgado, se dela não tinha ciência algum dos transatores, ou quando, por título ulteriormente descoberto, se verificar que nenhum deles tinha direito sobre o objeto da transação."
"851","Art. 851 É admitido compromisso, judicial ou extrajudicial, para resolver litígios entre pessoas que podem contratar."
"852","Art. 852 É vedado compromisso para solução de questões de estado, de direito pessoal de família e de outras que não tenham caráter estritamente patrimonial."
"853","Art. 853 Admite-se nos contratos a cláusula compromissória, para resolver divergências mediante juízo arbitral, na forma estabelecida em lei especial."
"854","Art. 854 Aquele que, por anúncios públicos, se comprometer a recompensar, ou gratificar, a quem preencha certa condição, ou desempenhe certo serviço, contrai obrigação de cumprir o prometido."
"855","Art. 855 Quem quer que, nos termos do artigo antecedente, fizer o serviço, ou satisfizer a condição, ainda que não pelo interesse da promessa, poderá exigir a recompensa estipulada."
"856","Art. 856 Antes de prestado o serviço ou preenchida a condição, pode o promitente revogar a promessa, contanto que o faça com a mesma publicidade; se houver assinado prazo à execução da tarefa, entender-se-á que renuncia o arbítrio de retirar, durante ele, a oferta.
Parágrafo único. O candidato de boa-fé, que houver feito despesas, terá direito a reembolso."
"857","Art. 857 Se o ato contemplado na promessa for praticado por mais de um indivíduo, terá direito à recompensa o que primeiro o executou."
"858","Art. 858 Sendo simultânea a execução, a cada um tocará quinhão igual na recompensa; se esta não for divisível, conferir-se-á por sorteio, e o que obtiver a coisa dará ao outro o valor de seu quinhão."
"859","Art. 859 Nos concursos que se abrirem com promessa pública de recompensa, é condição essencial, para valerem, a fixação de um prazo, observadas também as disposições dos parágrafos seguintes.
§ 1º A decisão da pessoa nomeada, nos anúncios, como juiz, obriga os interessados.
§ 2º Em falta de pessoa designada para julgar o mérito dos trabalhos que se apresentarem, entender-se-á que o promitente se reservou essa função.
§ 3º Se os trabalhos tiverem mérito igual, proceder-se-á de acordo com os arts. 857 e 858."
"860","Art. 860 As obras premiadas, nos concursos de que trata o artigo antecedente, só ficarão pertencendo ao promitente, se assim for estipulado na publicação da promessa."
"861","Art. 861 Aquele que, sem autorização do interessado, intervém na gestão de negócio alheio, dirigi-lo-á segundo o interesse e a vontade presumível de seu dono, ficando responsável a este e às pessoas com que tratar."
"862","Art. 862 Se a gestão foi iniciada contra a vontade manifesta ou presumível do interessado, responderá o gestor até pelos casos fortuitos, não provando que teriam sobrevindo, ainda quando se houvesse abatido."
"863","Art. 863 No caso do artigo antecedente, se os prejuízos da gestão excederem o seu proveito, poderá o dono do negócio exigir que o gestor restitua as coisas ao estado anterior, ou o indenize da diferença."
"864","Art. 864 Tanto que se possa, comunicará o gestor ao dono do negócio a gestão que assumiu, aguardando-lhe a resposta, se da espera não resultar perigo."
"865","Art. 865 Enquanto o dono não providenciar, velará o gestor pelo negócio, até o levar a cabo, esperando, se aquele falecer durante a gestão, as instruções dos herdeiros, sem se descuidar, entretanto, das medidas que o caso reclame."
"866","Art. 866 O gestor envidará toda sua diligência habitual na administração do negócio, ressarcindo ao dono o prejuízo resultante de qualquer culpa na gestão."
"867","Art. 867 Se o gestor se fizer substituir por outrem, responderá pelas faltas do substituto, ainda que seja pessoa idônea, sem prejuízo da ação que a ele, ou ao dono do negócio, contra ela possa caber.
Parágrafo único. Havendo mais de um gestor, solidária será a sua responsabilidade."
"868","Art. 868 O gestor responde pelo caso fortuito quando fizer operações arriscadas, ainda que o dono costumasse fazê-las, ou quando preterir interesse deste em proveito de interesses seus.
Parágrafo único. Querendo o dono aproveitar-se da gestão, será obrigado a indenizar o gestor das despesas necessárias, que tiver feito, e dos prejuízos, que por motivo da gestão, houver sofrido."
"869","Art. 869 Se o negócio for utilmente administrado, cumprirá ao dono as obrigações contraídas em seu nome, reembolsando ao gestor as despesas necessárias ou úteis que houver feito, com os juros legais, desde o desembolso, respondendo ainda pelos prejuízos que este houver sofrido por causa da gestão.
§ 1 o A utilidade, ou necessidade, da despesa, apreciar-se-á não pelo resultado obtido, mas segundo as circunstâncias da ocasião em que se fizerem.
§ 2 o Vigora o disposto neste artigo, ainda quando o gestor, em erro quanto ao dono do negócio, der a outra pessoa as contas da gestão."
"870","Art. 870 Aplica-se a disposição do artigo antecedente, quando a gestão se proponha a acudir a prejuízos iminentes, ou redunde em proveito do dono do negócio ou da coisa; mas a indenização ao gestor não excederá, em importância, as vantagens obtidas com a gestão."
"871","Art. 871 Quando alguém, na ausência do indivíduo obrigado a alimentos, por ele os prestar a quem se devem, poder-lhes-á reaver do devedor a importância, ainda que este não ratifique o ato."
"872","Art. 872 Nas despesas do enterro, proporcionadas aos usos locais e à condição do falecido, feitas por terceiro, podem ser cobradas da pessoa que teria a obrigação de alimentar a que veio a falecer, ainda mesmo que esta não tenha deixado bens.
Parágrafo único. Cessa o disposto neste artigo e no antecedente, em se provando que o gestor fez essas despesas com o simples intento de bem-fazer."
"873","Art. 873 A ratificação pura e simples do dono do negócio retroage ao dia do começo da gestão, e produz todos os efeitos do mandato."
"874","Art. 874 Se o dono do negócio, ou da coisa, desaprovar a gestão, considerando-a contrária aos seus interesses, vigorará o disposto nos arts. 862 e 863, salvo o estabelecido nos arts. 869 e 870."
"875","Art. 875 Se os negócios alheios forem conexos ao do gestor, de tal arte que se não possam gerir separadamente, haver-se-á o gestor por sócio daquele cujos interesses agenciar de envolta com os seus.
Parágrafo único. No caso deste artigo, aquele em cujo benefício interveio o gestor só é obrigado na razão das vantagens que lograr."
"876","Art. 876 Todo aquele que recebeu o que lhe não era devido fica obrigado a restituir; obrigação que incumbe àquele que recebe dívida condicional antes de cumprida a condição."
"877","Art. 877 Àquele que voluntariamente pagou o indevido incumbe a prova de tê-lo feito por erro."
"878","Art. 878 Aos frutos, acessões, benfeitorias e deteriorações sobrevindas à coisa dada em pagamento indevido, aplica-se o disposto neste Código sobre o possuidor de boa-fé ou de má-fé, conforme o caso."
"879","Art. 879 Se aquele que indevidamente recebeu um imóvel o tiver alienado em boa-fé, por título oneroso, responde somente pela quantia recebida; mas, se agiu de má-fé, além do valor do imóvel, responde por perdas e danos.
Parágrafo único. Se o imóvel foi alienado por título gratuito, ou se, alienado por"
"880","Art. 880 Fica isento de restituir pagamento indevido aquele que, recebendo-o como parte de dívida verdadeira, inutilizou o título, deixou prescrever a pretensão ou abriu mão das garantias que asseguravam seu direito; mas aquele que pagou dispõe de ação regressiva contra o verdadeiro devedor e seu fiador."
"881","Art. 881 Se o pagamento indevido tiver consistido no desempenho de obrigação de fazer ou para eximir-se da obrigação de não fazer, aquele que recebeu a prestação fica na obrigação de indenizar o que a cumpriu, na medida do lucro obtido."
"882","Art. 882 Não se pode repetir o que se pagou para solver dívida prescrita, ou cumprir obrigação judicialmente inexigível."
"883","Art. 883 Não terá direito à repetição aquele que deu alguma coisa para obter fim ilícito, imoral, ou proibido por lei.
Parágrafo único. No caso deste artigo, o que se deu reverterá em favor de estabelecimento local de beneficência, a critério do juiz."
"884","Art. 884 Aquele que, sem justa causa, se enriquecer à custa de outrem, será obrigado a restituir o indevidamente auferido, feita a atualização dos valores monetários.
Parágrafo único. Se o enriquecimento tiver por objeto coisa determinada, quem a recebeu é obrigado a restituí-la, e, se a coisa não mais subsistir, a restituição se fará pelo valor do bem na época em que foi exigido."
"885","Art. 885 A restituição é devida, não só quando não tenha havido causa que justifique o enriquecimento, mas também se esta deixou de existir."
"886","Art. 886 Não caberá a restituição por enriquecimento, se a lei conferir ao lesado outros meios para se ressarcir do prejuízo sofrido."
"887","Art. 887 O título de crédito, documento necessário ao exercício do direito literal e autônomo nele contido, somente produz efeito quando preencha os requisitos da lei."
"888","Art. 888 A omissão de qualquer requisito legal, que tire ao escrito a sua validade como título de crédito, não implica a invalidade do negócio jurídico que lhe deu origem."
"889","Art. 889 Deve o título de crédito conter a data da emissão, a indicação precisa dos direitos que confere, e a assinatura do emitente.
§ 1º É à vista o título de crédito que não contenha indicação de vencimento.
§ 2º Considera-se lugar de emissão e de pagamento, quando não indicado no título, o domicílio do emitente.
§ 3º O título poderá ser emitido a partir dos caracteres criados em computador ou meio técnico equivalente e que constem da escrituração do emitente, observados os requisitos mínimos previstos neste artigo."
"890","Art. 890 Consideram-se não escritas no título a cláusula de juros, a proibitiva de endosso, a excludente de responsabilidade pelo pagamento ou por despesas, a que dispense a observância de termos e formalidade prescritas, e a que, além dos limites fixados em lei, exclua ou restrinja direitos e obrigações."
"891","Art. 891 O título de crédito, incompleto ao tempo da emissão, deve ser preenchido de conformidade com os ajustes realizados.
Parágrafo único. O descumprimento dos ajustes previstos neste artigo pelos que deles participaram, não constitui motivo de oposição ao terceiro portador, salvo se este, ao adquirir o título, tiver agido de má-fé."
"892","Art. 892 Aquele que, sem ter poderes, ou excedendo os que tem, lança a sua assinatura em título de crédito, como mandatário ou representante de outrem, fica pessoalmente obrigado, e, pagando o título, tem ele os mesmos direitos que teria o suposto mandante ou representado."
"893","Art. 893 A transferência do título de crédito implica a de todos os direitos que lhe são inerentes."
"894","Art. 894 O portador de título representativo de mercadoria tem o direito de transferi-lo, de conformidade com as normas que regulam a sua circulação, ou de receber aquela independentemente de quaisquer formalidades, além da entrega do título devidamente quitado."
"895","Art. 895 Enquanto o título de crédito estiver em circulação, só ele poderá ser dado em garantia, ou ser objeto de medidas judiciais, e não, separadamente, os direitos ou mercadorias que representa."
"896","Art. 896 O título de crédito não pode ser reivindicado do portador que o adquiriu de boa-fé e na conformidade das normas que disciplinam a sua circulação."
"897","Art. 897 O pagamento de título de crédito, que contenha obrigação de pagar soma determinada, pode ser garantido por aval.
Parágrafo único. É vedado o aval parcial."
"898","Art. 898 O aval deve ser dado no verso ou no anverso do próprio título.
§ 1º Para a validade do aval, dado no anverso do título, é suficiente a simples assinatura do avalista.
§ 2º Considera-se não escrito o aval cancelado."
"899","Art. 899 O avalista equipara-se àquele cujo nome indicar; na falta de indicação, ao emitente ou devedor final.
§ 1° Pagando o título, tem o avalista ação de regresso contra o seu avalizado e demais coobrigados anteriores.
§ 2º Subsiste a responsabilidade do avalista, ainda que nula a obrigação daquele a quem se equipara, a menos que a nulidade decorra de vício de forma."
"900","Art. 900 O aval posterior ao vencimento produz os mesmos efeitos do anteriormente dado."
"901","Art. 901 Fica validamente desonerado o devedor que paga título de crédito ao legítimo portador, no vencimento, sem oposição, salvo se agiu de má-fé.
Parágrafo único. Pagando, pode o devedor exigir do credor, além da entrega do"
"902","Art. 902 Não é o credor obrigado a receber o pagamento antes do vencimento do título, e aquele que o paga, antes do vencimento, fica responsável pela validade do pagamento.
§ 1º No vencimento, não pode o credor recusar pagamento, ainda que parcial.
§ 2º No caso de pagamento parcial, em que se não opera a tradição do título, além da quitação em separado, outra deverá ser firmada no próprio"
"903","Art. 903 Salvo disposição diversa em lei especial, regem-se os títulos de crédito pelo disposto neste Código."
"904","Art. 904 A transferência de título ao portador se faz por simples tradição."
"905","Art. 905 O possuidor de título ao portador tem direito à prestação nele indicada, mediante a sua simples apresentação ao devedor.
Parágrafo único. A prestação é devida ainda que o título tenha entrado em circulação contra a vontade do emitente."
"906","Art. 906 O devedor só poderá opor ao portador exceção fundada em direito pessoal, ou em nulidade de sua obrigação."
"907","Art. 907 É nulo o título ao portador emitido sem autorização de lei especial."
"908","Art. 908 O possuidor de título dilacerado, porém identificável, tem direito a obter do emitente a substituição do anterior, mediante a restituição do primeiro e o pagamento das despesas."
"909","Art. 909 O proprietário, que perder ou extraviar título, ou for injustamente desapossado dele, poderá obter novo título em juízo, bem como impedir sejam pagos a outrem capital e rendimentos.
Parágrafo único. O pagamento, feito antes de ter ciência da ação referida neste artigo, exonera o devedor, salvo se se provar que ele tinha conhecimento do fato."
"910","Art. 910 O endosso deve ser lançado pelo endossante no verso ou anverso do próprio título.
§ 1º Pode o endossante designar o endossatário, e para validade do endosso, dado no verso do título, é suficiente a simples assinatura do endossante.
§ 2º A transferência por endosso completa-se com a tradição do título.
§ 3º Considera-se não escrito o endosso cancelado, total ou parcialmente."
"911","Art. 911 Considera-se legítimo possuidor o portador do título à ordem com série regular e ininterrupta de endossos, ainda que o último seja em branco.
Parágrafo único. Aquele que paga o título está obrigado a verificar a regularidade da série de endossos, mas não a autenticidade das assinaturas."
"912","Art. 912 Considera-se não escrita no endosso qualquer condição a que o subordine o endossante.
Parágrafo único. É nulo o endosso parcial."
"913","Art. 913 O endossatário de endosso em branco pode mudá-lo para endosso em preto, completando-o com o seu nome ou de terceiro; pode endossar novamente o título, em branco ou em preto; ou pode transferi-lo sem novo endosso."
"914","Art. 914 Ressalvada cláusula expressa em contrário, constante do endosso, não responde o endossante pelo cumprimento da prestação constante do título.
§ 1º Assumindo responsabilidade pelo pagamento, o endossante se torna devedor solidário.
§ 2º Pagando o título, tem o endossante ação de regresso contra os coobrigados anteriores."
"915","Art. 915 O devedor, além das exceções fundadas nas relações pessoais que tiver com o portador, só poderá opor a este as exceções relativas à forma do título e ao seu conteúdo literal, à falsidade da própria assinatura, a defeito de capacidade ou de representação no momento da subscrição, e à falta de requisito necessário ao exercício da ação."
"916","Art. 916 As exceções, fundadas em relação do devedor com os portadores precedentes, somente poderão ser por ele opostas ao portador, se este, ao adquirir o"
"917","Art. 917 A cláusula constitutiva de mandato, lançada no endosso, confere ao endossatário o exercício dos direitos inerentes ao título, salvo restrição expressamente estatuída.
§ 1º O endossatário de endosso-mandato só pode endossar novamente o título na qualidade de procurador, com os mesmos poderes que recebeu.
§ 2º Com a morte ou a superveniente incapacidade do endossante, não perde eficácia o endosso-mandato.
§ 3º Pode o devedor opor ao endossatário de endosso-mandato somente as exceções que tiver contra o endossante."
"918","Art. 918 A cláusula constitutiva de penhor, lançada no endosso, confere ao endossatário o exercício dos direitos inerentes ao título.
§ 1º O endossatário de endosso-penhor só pode endossar novamente o título na qualidade de procurador.
§ 2º Não pode o devedor opor ao endossatário de endosso-penhor as exceções que tinha contra o endossante, salvo se aquele tiver agido de má-fé."
"919","Art. 919 A aquisição de título à ordem, por meio diverso do endosso, tem efeito de cessão civil."
"920","Art. 920 O endosso posterior ao vencimento produz os mesmos efeitos do anterior."
"922","Art. 922 Transfere-se o título nominativo mediante termo, em registro do emitente, assinado pelo proprietário e pelo adquirente."
"923","Art. 923 O título nominativo também pode ser transferido por endosso que contenha o nome do endossatário.
§ 1º A transferência mediante endosso só tem eficácia perante o emitente, uma vez feita a competente averbação em seu registro, podendo o emitente exigir do endossatário que comprove a autenticidade da assinatura do endossante.
§ 2º O endossatário, legitimado por série regular e ininterrupta de endossos, tem o direito de obter a averbação no registro do emitente, comprovada a autenticidade das assinaturas de todos os endossantes.
§ 3º Caso o título original contenha o nome do primitivo proprietário, tem direito o adquirente a obter do emitente novo título, em seu nome, devendo a emissão do novo título constar no registro do emitente."
"924","Art. 924 Ressalvada proibição legal, pode o título nominativo ser transformado em à ordem ou ao portador, a pedido do proprietário e à sua custa."
"925","Art. 925 Fica desonerado de responsabilidade o emitente que de boa-fé fizer a transferência pelos modos indicados nos artigos antecedentes."
"926","Art. 926 Qualquer negócio ou medida judicial, que tenha por objeto o título, só produz efeito perante o emitente ou terceiros, uma vez feita a competente averbação no registro do emitente."
"927","Art. 927 Aquele que, por ato ilícito, causar dano a outrem, fica obrigado a repará-lo.
Parágrafo único. Haverá obrigação de reparar o dano, independentemente de culpa, nos casos especificados em lei, ou quando a atividade normalmente desenvolvida pelo autor do dano implicar, por sua natureza, risco para os direitos de outrem."
"928","Art. 928 O incapaz responde pelos prejuízos que causar, se as pessoas por ele responsáveis não tiverem obrigação de fazê-lo ou não dispuserem de meios suficientes.
Parágrafo único. A indenização prevista neste artigo, que deverá ser eqüitativa, não terá lugar se privar do necessário o incapaz ou as pessoas que dele dependem."
"929","Art. 929 Se a pessoa lesada, ou o dono da coisa, no caso do inciso II do art. 188, não forem culpados do perigo, assistir-lhes-á direito à indenização do prejuízo que sofreram."
"930","Art. 930 No caso do inciso II do art. 188, se o perigo ocorrer por culpa de terceiro, contra este terá o autor do dano ação regressiva para haver a importância que tiver ressarcido ao lesado.
Parágrafo único. A mesma ação competirá contra aquele em defesa de quem se causou o dano."
"931","Art. 931 Ressalvados outros casos previstos em lei especial, os empresários individuais e as empresas respondem independentemente de culpa pelos danos causados pelos produtos postos em circulação."
"932","Art. 932 São também responsáveis pela reparação civil:
I – os pais, pelos filhos menores que estiverem sob sua autoridade e em sua companhia;
II – o tutor e o curador, pelos pupilos e curatelados, que se acharem nas mesmas condições;
III – o empregador ou comitente, por seus empregados, serviçais e prepostos, no exercício do trabalho que lhes competir, ou em razão dele;
IV – os donos de hotéis, hospedarias, casas ou estabelecimentos onde se albergue por dinheiro, mesmo para fins de educação, pelos seus hóspedes, moradores e educandos;
V – os que gratuitamente houverem participado nos produtos do crime, até a concorrente quantia."
"933","Art. 933 As pessoas indicadas nos incisos I a V do artigo antecedente, ainda que não haja culpa de sua parte, responderão pelos atos praticados pelos terceiros ali referidos."
"934","Art. 934 Aquele que ressarcir o dano causado por outrem pode reaver o que houver pago daquele por quem pagou, salvo se o causador do dano for descendente seu, absoluta ou relativamente incapaz."
"935","Art. 935 A responsabilidade civil é independente da criminal, não se podendo questionar mais sobre a existência do fato, ou sobre quem seja o seu autor, quando estas questões se acharem decididas no juízo criminal."
"936","Art. 936 O dono, ou detentor, do animal ressarcirá o dano por este causado, se não provar culpa da vítima ou força maior."
"937","Art. 937 O dono de edifício ou construção responde pelos danos que resultarem de sua ruína, se esta provier de falta de reparos, cuja necessidade fosse manifesta."
"938","Art. 938 Aquele que habitar prédio, ou parte dele, responde pelo dano proveniente das coisas que dele caírem ou forem lançadas em lugar indevido."
"939","Art. 939 O credor que demandar o devedor antes de vencida a dívida, fora dos casos em que a lei o permita, ficará obrigado a esperar o tempo que faltava para o vencimento, a descontar os juros correspondentes, embora estipulados, e a pagar as custas em dobro."
"940","Art. 940 Aquele que demandar por dívida já paga, no todo ou em parte, sem ressalvar as quantias recebidas ou pedir mais do que for devido, ficará obrigado a pagar ao devedor, no primeiro caso, o dobro do que houver cobrado e, no segundo, o equivalente do que dele exigir, salvo se houver prescrição."
"941","Art. 941 As penas previstas nos arts. 939 e 940 não se aplicarão quando o autor desistir da ação antes de contestada a lide, salvo ao réu o direito de haver indenização por algum prejuízo que prove ter sofrido."
"942","Art. 942 Os bens do responsável pela ofensa ou violação do direito de outrem ficam sujeitos à reparação do dano causado; e, se a ofensa tiver mais de um autor, todos responderão solidariamente pela reparação.
Parágrafo único. São solidariamente responsáveis com os autores os co-autores e as pessoas designadas no art. 932."
"943","Art. 943 O direito de exigir reparação e a obrigação de prestá-la transmitem-se com a herança."
"944","Art. 944 A indenização mede-se pela extensão do dano.
Parágrafo único. Se houver excessiva desproporção entre a gravidade da culpa e o dano, poderá o juiz reduzir, eqüitativamente, a indenização."
"945","Art. 945 Se a vítima tiver concorrido culposamente para o evento danoso, a sua indenização será fixada tendo-se em conta a gravidade de sua culpa em confronto com a do autor do dano."
"946","Art. 946 Se a obrigação for indeterminada, e não houver na lei ou no contrato disposição fixando a indenização devida pelo inadimplente, apurar-se-á o valor das perdas e danos na forma que a lei processual determinar."
"947","Art. 947 Se o devedor não puder cumprir a prestação na espécie ajustada, substituir-se-á pelo seu valor, em moeda corrente."
"948","Art. 948 No caso de homicídio, a indenização consiste, sem excluir outras reparações:
I – no pagamento das despesas com o tratamento da vítima, seu funeral e o luto da família;
II – na prestação de alimentos às pessoas a quem o morto os devia, levando-se em conta a duração provável da vida da vítima."
"949","Art. 949 No caso de lesão ou outra ofensa à saúde, o ofensor indenizará o ofendido das despesas do tratamento e dos lucros cessantes até ao fim da convalescença, além de algum outro prejuízo que o ofendido prove haver sofrido."
"950","Art. 950 Se da ofensa resultar defeito pelo qual o ofendido não possa exercer o seu ofício ou profissão, ou se lhe diminua a capacidade de trabalho, a indenização, além das despesas do tratamento e lucros cessantes até ao fim da convalescença, incluirá pensão correspondente à importância do trabalho para que se inabilitou, ou da depreciação que ele sofreu.
Parágrafo único. O prejudicado, se preferir, poderá exigir que a indenização seja arbitrada e paga de uma só vez."
"951","Art. 951 O disposto nos arts. 948, 949 e 950 aplica-se ainda no caso de indenização devida por aquele que, no exercício de atividade profissional, por negligência, imprudência ou imperícia, causar a morte do paciente, agravar-lhe o mal, causar-lhe lesão, ou inabilitá-lo para o trabalho."
"952","Art. 952 Havendo usurpação ou esbulho do alheio, além da restituição da coisa, a indenização consistirá em pagar o valor das suas deteriorações e o devido a título de lucros cessantes; faltando a coisa, dever-se-á reembolsar o seu equivalente ao prejudicado.
Parágrafo único. Para se restituir o equivalente, quando não exista a própria coisa, estimar-se-á ela pelo seu preço ordinário e pelo de afeição, contanto que este não se avantaje àquele."
"953","Art. 953 A indenização por injúria, difamação ou calúnia consistirá na reparação do dano que delas resulte ao ofendido.
Parágrafo único. Se o ofendido não puder provar prejuízo material, caberá ao juiz fixar, eqüitativamente, o valor da indenização, na conformidade das circunstâncias do caso."
"954","Art. 954 A indenização por ofensa à liberdade pessoal consistirá no pagamento das perdas e danos que sobrevierem ao ofendido, e se este não puder provar prejuízo, tem aplicação o disposto no
parágrafo único do artigo antecedente.
Parágrafo único. Consideram-se ofensivos da liberdade pessoal:
I – o cárcere privado;
II – a prisão por queixa ou denúncia falsa e de má-fé;
III – a prisão ilegal."
"955","Art. 955 Procede-se à declaração de insolvência toda vez que as dívidas excedam à importância dos bens do devedor."
"956","Art. 956 A discussão entre os credores pode versar quer sobre a preferência entre eles disputada, quer sobre a nulidade, simulação, fraude, ou falsidade das dívidas e contratos."
"957","Art. 957 Não havendo título legal à preferência, terão os credores igual direito sobre os bens do devedor comum."
"958","Art. 958 Os títulos legais de preferência são os privilégios e os direitos reais."
"959","Art. 959 Conservam seus respectivos direitos os credores, hipotecários ou privilegiados:
I – sobre o preço do seguro da coisa gravada com hipoteca ou privilégio, ou sobre a indenização devida, havendo responsável pela perda ou danificação da coisa;
II – sobre o valor da indenização, se a coisa obrigada a hipoteca ou privilégio for desapropriada."
"960","Art. 960 Nos casos a que se refere o artigo antecedente, o devedor do seguro, ou da indenização, exonera-se pagando sem oposição dos credores hipotecários ou privilegiados."
"961","Art. 961 O crédito real prefere ao pessoal de qualquer espécie; o crédito pessoal privilegiado, ao simples; e o privilégio especial, ao geral."
"962","Art. 962 Quando concorrerem aos mesmos bens, e por título igual, dois ou mais credores da mesma classe especialmente privilegiados, haverá entre eles rateio proporcional ao valor dos respectivos créditos, se o produto não bastar para o pagamento integral de todos."
